CO(GT),PT08.S1(CO),NO2(GT),PT08.S4(NO2),T,RH,AH,day,year,quarter,weekday,label
3.7,1379.0,115.0,1962.0,17.4,42.1,0.8281,22.0,2004.0,1.0,0.0,3
1.8,1074.0,83.0,1484.0,17.9,38.4,0.7793,22.0,2004.0,1.0,0.0,1
1.6,1090.0,87.0,1509.0,18.5,36.7,0.7764,22.0,2004.0,1.0,0.0,1
1.9,1110.0,90.0,1577.0,21.0,29.6,0.7263,22.0,2004.0,1.0,0.0,1
2.0,1102.0,87.0,1599.0,21.3,28.1,0.7067,22.0,2004.0,1.0,0.0,1
2.2,1100.0,99.0,1607.0,21.3,26.1,0.6539,22.0,2004.0,1.0,0.0,1
2.1,1094.0,99.0,1574.0,21.3,26.8,0.6681,22.0,2004.0,1.0,0.0,1
2.3,1076.0,101.0,1544.0,21.3,24.2,0.606,22.0,2004.0,1.0,0.0,1
2.6,1152.0,103.0,1606.0,20.2,28.5,0.6682,22.0,2004.0,1.0,0.0,1
3.8,1407.0,129.0,1932.0,17.0,43.1,0.8264,22.0,2004.0,1.0,0.0,3
4.4,1438.0,143.0,1993.0,15.6,47.4,0.8347,22.0,2004.0,1.0,0.0,3
4.5,1425.0,146.0,1965.0,15.3,47.4,0.8178,22.0,2004.0,1.0,0.0,3
3.3,1279.0,124.0,1758.0,14.5,49.7,0.8177,22.0,2004.0,1.0,0.0,1
2.0,1132.0,113.0,1561.0,13.9,52.0,0.8231,22.0,2004.0,1.0,0.0,1
1.1,1006.0,80.0,1370.0,14.5,49.4,0.8106,22.0,2004.0,1.0,0.0,1
0.9,982.0,72.0,1359.0,13.8,51.4,0.8071,23.0,2004.0,1.0,1.0,1
0.8,969.0,64.0,1309.0,14.0,51.3,0.8163,23.0,2004.0,1.0,1.0,1
0.7,941.0,70.0,1330.0,13.0,56.8,0.8444,23.0,2004.0,1.0,1.0,1
0.5,892.0,109.0,1285.0,11.0,70.0,0.9215,23.0,2004.0,1.0,1.0,1
1.8,855.0,31.0,1261.0,10.1,76.8,0.9483,23.0,2004.0,1.0,1.0,1
0.3,834.0,22.0,1212.0,8.8,80.5,0.9147,23.0,2004.0,1.0,1.0,1
0.5,909.0,47.0,1287.0,9.6,75.4,0.9004,23.0,2004.0,1.0,1.0,1
1.1,1061.0,88.0,1429.0,9.8,75.0,0.9093,23.0,2004.0,1.0,1.0,1
3.0,1441.0,130.0,1829.0,10.0,74.2,0.9117,23.0,2004.0,1.0,1.0,3
3.8,1498.0,132.0,2095.0,11.2,69.7,0.9232,23.0,2004.0,1.0,1.0,3
3.4,1343.0,132.0,1857.0,12.0,62.9,0.8803,23.0,2004.0,1.0,1.0,3
3.0,1308.0,131.0,1794.0,12.8,55.8,0.821,23.0,2004.0,1.0,1.0,3
2.7,1209.0,129.0,1746.0,13.1,54.8,0.8234,23.0,2004.0,1.0,1.0,3
3.5,1310.0,132.0,1847.0,13.8,53.4,0.8351,23.0,2004.0,1.0,1.0,3
2.8,1171.0,110.0,1639.0,16.0,42.4,0.7674,23.0,2004.0,1.0,1.0,3
1.9,1112.0,99.0,1589.0,14.1,49.8,0.7971,23.0,2004.0,1.0,1.0,1
2.0,1132.0,100.0,1570.0,12.0,61.1,0.8537,23.0,2004.0,1.0,1.0,1
3.0,1225.0,122.0,1719.0,13.6,54.6,0.8465,23.0,2004.0,1.0,1.0,3
1.9,1065.0,97.0,1514.0,13.7,49.5,0.7695,23.0,2004.0,1.0,1.0,1
2.7,1236.0,112.0,1688.0,11.7,57.1,0.7822,23.0,2004.0,1.0,1.0,3
3.3,1309.0,128.0,1722.0,11.5,58.2,0.7867,23.0,2004.0,1.0,1.0,3
1.7,1089.0,101.0,1487.0,12.6,54.2,0.7881,23.0,2004.0,1.0,1.0,1
1.3,1000.0,96.0,1375.0,12.0,54.9,0.7664,23.0,2004.0,1.0,1.0,1
1.3,1041.0,86.0,1425.0,11.0,61.4,0.8057,23.0,2004.0,1.0,1.0,1
1.2,1045.0,85.0,1411.0,11.1,62.2,0.8199,24.0,2004.0,1.0,2.0,2
1.1,997.0,79.0,1405.0,10.8,62.5,0.8082,24.0,2004.0,1.0,2.0,2
0.9,948.0,61.0,1326.0,11.3,60.0,0.8025,24.0,2004.0,1.0,2.0,2
0.6,878.0,109.0,1272.0,10.6,61.6,0.7856,24.0,2004.0,1.0,2.0,2
1.8,908.0,66.0,1287.0,10.2,62.7,0.7813,24.0,2004.0,1.0,2.0,2
0.6,892.0,54.0,1255.0,10.9,58.6,0.7628,24.0,2004.0,1.0,2.0,2
0.8,954.0,57.0,1255.0,10.8,57.2,0.7382,24.0,2004.0,1.0,2.0,2
1.2,1045.0,75.0,1403.0,10.4,59.2,0.7455,24.0,2004.0,1.0,2.0,2
3.1,1383.0,97.0,1706.0,11.0,57.3,0.7501,24.0,2004.0,1.0,2.0,3
4.4,1597.0,110.0,2080.0,11.2,56.9,0.7565,24.0,2004.0,1.0,2.0,3
3.4,1318.0,113.0,1770.0,12.1,54.9,0.7734,24.0,2004.0,1.0,2.0,3
1.7,1138.0,88.0,1505.0,15.1,44.3,0.7535,24.0,2004.0,1.0,2.0,2
1.5,1098.0,85.0,1440.0,15.6,40.6,0.7146,24.0,2004.0,1.0,2.0,2
1.7,1118.0,96.0,1477.0,16.9,34.6,0.6597,24.0,2004.0,1.0,2.0,3
2.2,1170.0,106.0,1566.0,16.6,35.6,0.6697,24.0,2004.0,1.0,2.0,3
1.8,1112.0,91.0,1494.0,11.3,63.9,0.8554,24.0,2004.0,1.0,2.0,2
2.7,1390.0,126.0,1730.0,9.6,81.1,0.972,24.0,2004.0,1.0,2.0,3
2.8,1353.0,130.0,1783.0,11.7,69.1,0.9497,24.0,2004.0,1.0,2.0,3
2.7,1260.0,111.0,1722.0,10.7,68.5,0.8794,24.0,2004.0,1.0,2.0,3
4.5,1501.0,134.0,2008.0,10.7,67.3,0.8643,24.0,2004.0,1.0,2.0,3
3.5,1273.0,136.0,1744.0,10.8,65.7,0.8486,24.0,2004.0,1.0,2.0,3
2.6,1179.0,125.0,1571.0,10.3,66.3,0.8336,24.0,2004.0,1.0,2.0,3
1.7,1047.0,108.0,1435.0,10.1,66.9,0.8248,24.0,2004.0,1.0,2.0,2
1.3,973.0,87.0,1354.0,10.4,61.1,0.7717,24.0,2004.0,1.0,2.0,2
1.3,997.0,89.0,1341.0,10.3,59.9,0.7516,25.0,2004.0,1.0,3.0,2
1.0,970.0,58.0,1249.0,11.0,58.4,0.7686,25.0,2004.0,1.0,3.0,2
0.7,902.0,54.0,1253.0,9.1,68.1,0.789,25.0,2004.0,1.0,3.0,2
0.7,921.0,109.0,1224.0,9.5,68.2,0.8091,25.0,2004.0,1.0,3.0,2
0.5,858.0,28.0,1212.0,9.3,72.3,0.8496,25.0,2004.0,1.0,3.0,2
0.5,878.0,20.0,1158.0,9.9,66.8,0.8152,25.0,2004.0,1.0,3.0,2
0.6,893.0,51.0,1268.0,7.6,83.2,0.8695,25.0,2004.0,1.0,3.0,2
1.1,1038.0,82.0,1383.0,8.1,79.0,0.8544,25.0,2004.0,1.0,3.0,2
2.7,1320.0,112.0,1721.0,8.7,74.6,0.8429,25.0,2004.0,1.0,3.0,3
3.5,1353.0,119.0,1937.0,8.6,75.1,0.8415,25.0,2004.0,1.0,3.0,3
2.3,1133.0,99.0,1552.0,9.7,69.7,0.8389,25.0,2004.0,1.0,3.0,3
1.6,1066.0,98.0,1468.0,11.0,64.4,0.8447,25.0,2004.0,1.0,3.0,2
1.3,1027.0,88.0,1442.0,13.6,53.0,0.8209,25.0,2004.0,1.0,3.0,2
2.0,1106.0,96.0,1570.0,14.2,48.4,0.778,25.0,2004.0,1.0,3.0,2
1.9,1038.0,81.0,1492.0,14.2,46.3,0.7438,25.0,2004.0,1.0,3.0,2
1.9,1084.0,92.0,1501.0,16.0,41.3,0.7462,25.0,2004.0,1.0,3.0,2
2.2,1105.0,105.0,1545.0,17.7,35.4,0.7094,25.0,2004.0,1.0,3.0,3
2.0,1102.0,88.0,1527.0,17.1,37.4,0.7225,25.0,2004.0,1.0,3.0,2
2.9,1240.0,103.0,1748.0,14.9,40.5,0.6835,25.0,2004.0,1.0,3.0,3
5.2,1443.0,141.0,2060.0,13.4,47.8,0.7293,25.0,2004.0,1.0,3.0,3
4.6,1389.0,133.0,1982.0,12.6,52.5,0.7642,25.0,2004.0,1.0,3.0,3
2.5,1183.0,119.0,1539.0,12.2,53.2,0.7555,25.0,2004.0,1.0,3.0,3
1.5,1014.0,106.0,1376.0,10.6,56.1,0.714,25.0,2004.0,1.0,3.0,2
1.2,979.0,92.0,1324.0,9.9,59.5,0.7276,25.0,2004.0,1.0,3.0,2
1.7,1048.0,97.0,1373.0,9.6,61.1,0.7323,26.0,2004.0,1.0,4.0,2
1.4,1024.0,91.0,1357.0,9.7,61.6,0.7425,26.0,2004.0,1.0,4.0,2
1.2,974.0,83.0,1313.0,9.4,62.6,0.7398,26.0,2004.0,1.0,4.0,2
0.6,862.0,109.0,1219.0,8.2,68.5,0.7455,26.0,2004.0,1.0,4.0,2
0.7,925.0,59.0,1263.0,8.0,69.4,0.7459,26.0,2004.0,1.0,4.0,2
0.8,952.0,73.0,1312.0,7.7,72.4,0.7655,26.0,2004.0,1.0,4.0,2
0.9,1005.0,78.0,1363.0,8.0,71.8,0.7711,26.0,2004.0,1.0,4.0,2
1.6,1122.0,90.0,1438.0,8.5,66.3,0.7375,26.0,2004.0,1.0,4.0,2
3.4,1351.0,110.0,1828.0,9.8,59.6,0.7214,26.0,2004.0,1.0,4.0,3
3.8,1408.0,114.0,1928.0,11.2,57.0,0.7544,26.0,2004.0,1.0,4.0,3
3.1,1304.0,119.0,1747.0,14.8,44.1,0.7407,26.0,2004.0,1.0,4.0,3
2.7,1207.0,121.0,1664.0,16.8,35.3,0.6729,26.0,2004.0,1.0,4.0,3
2.0,1099.0,97.0,1503.0,19.2,27.1,0.5976,26.0,2004.0,1.0,4.0,2
2.3,1106.0,99.0,1535.0,19.1,26.2,0.5741,26.0,2004.0,1.0,4.0,3
1.9,1009.0,85.0,1391.0,16.3,30.8,0.5683,26.0,2004.0,1.0,4.0,2
1.3,962.0,75.0,1279.0,14.2,36.8,0.5922,26.0,2004.0,1.0,4.0,2
1.9,1093.0,87.0,1454.0,13.4,41.0,0.6292,26.0,2004.0,1.0,4.0,2
2.3,1180.0,102.0,1588.0,14.2,43.3,0.6982,26.0,2004.0,1.0,4.0,3
2.4,1168.0,105.0,1580.0,12.1,45.6,0.6403,26.0,2004.0,1.0,4.0,3
2.7,1168.0,98.0,1540.0,10.4,48.0,0.6046,26.0,2004.0,1.0,4.0,3
2.6,1140.0,93.0,1490.0,10.0,51.1,0.628,26.0,2004.0,1.0,4.0,2
1.5,1001.0,91.0,1308.0,9.8,50.8,0.6172,26.0,2004.0,1.0,4.0,2
1.2,953.0,85.0,1252.0,9.7,50.4,0.6063,26.0,2004.0,1.0,4.0,2
1.1,972.0,74.0,1258.0,9.9,50.2,0.6103,26.0,2004.0,1.0,4.0,2
1.5,1021.0,87.0,1307.0,9.4,53.4,0.63,27.0,2004.0,1.0,5.0,2
1.0,940.0,79.0,1232.0,8.6,57.8,0.6488,27.0,2004.0,1.0,5.0,2
1.2,1046.0,78.0,1312.0,8.1,62.1,0.6746,27.0,2004.0,1.0,5.0,2
1.1,1026.0,109.0,1292.0,7.9,63.5,0.6777,27.0,2004.0,1.0,5.0,2
1.8,983.0,63.0,1296.0,7.4,64.8,0.6683,27.0,2004.0,1.0,5.0,2
0.8,915.0,48.0,1212.0,8.2,58.9,0.6444,27.0,2004.0,1.0,5.0,2
0.9,935.0,59.0,1250.0,6.3,66.6,0.641,27.0,2004.0,1.0,5.0,2
1.1,976.0,65.0,1266.0,7.2,62.9,0.6396,27.0,2004.0,1.0,5.0,2
1.5,1124.0,71.0,1418.0,7.2,63.9,0.65,27.0,2004.0,1.0,5.0,2
1.8,1163.0,84.0,1530.0,11.1,50.5,0.6654,27.0,2004.0,1.0,5.0,2
2.1,1167.0,93.0,1520.0,15.5,36.1,0.6313,27.0,2004.0,1.0,5.0,2
2.1,1121.0,99.0,1451.0,17.8,29.2,0.592,27.0,2004.0,1.0,5.0,2
1.9,1071.0,93.0,1449.0,17.6,30.1,0.6013,27.0,2004.0,1.0,5.0,2
2.1,1065.0,96.0,1467.0,19.1,26.8,0.5861,27.0,2004.0,1.0,5.0,2
2.5,1157.0,114.0,1596.0,17.7,28.6,0.5735,27.0,2004.0,1.0,5.0,3
1.9,1046.0,101.0,1357.0,17.8,28.4,0.5737,27.0,2004.0,1.0,5.0,2
2.2,1147.0,108.0,1538.0,18.7,26.0,0.5555,27.0,2004.0,1.0,5.0,3
2.3,1119.0,117.0,1508.0,17.1,31.3,0.6038,27.0,2004.0,1.0,5.0,3
2.7,1210.0,125.0,1586.0,15.8,36.1,0.644,27.0,2004.0,1.0,5.0,3
3.0,1306.0,133.0,1621.0,14.7,40.1,0.6657,27.0,2004.0,1.0,5.0,3
2.8,1258.0,119.0,1633.0,13.6,44.9,0.6991,27.0,2004.0,1.0,5.0,3
2.2,1148.0,107.0,1475.0,12.5,48.1,0.6946,27.0,2004.0,1.0,5.0,2
1.6,1108.0,96.0,1421.0,11.8,50.8,0.7042,27.0,2004.0,1.0,5.0,2
2.1,1231.0,105.0,1483.0,10.9,56.1,0.7326,27.0,2004.0,1.0,5.0,3
2.3,1293.0,102.0,1464.0,10.9,55.9,0.7277,28.0,2004.0,1.0,6.0,3
2.3,1274.0,97.0,1451.0,10.3,58.1,0.7278,28.0,2004.0,1.0,6.0,3
1.7,1135.0,79.0,1395.0,9.3,62.2,0.7294,28.0,2004.0,1.0,6.0,2
2.2,1151.0,109.0,1501.0,8.2,66.7,0.7276,28.0,2004.0,1.0,6.0,2
1.3,1010.0,69.0,1396.0,8.3,64.9,0.7124,28.0,2004.0,1.0,6.0,2
0.8,870.0,52.0,1284.0,9.6,58.5,0.7,28.0,2004.0,1.0,6.0,2
1.1,983.0,62.0,1342.0,7.7,66.4,0.699,28.0,2004.0,1.0,6.0,2
1.4,995.0,69.0,1321.0,7.4,68.0,0.7043,28.0,2004.0,1.0,6.0,2
1.3,1024.0,75.0,1382.0,9.7,58.6,0.7035,28.0,2004.0,1.0,6.0,2
1.9,1163.0,83.0,1486.0,12.5,50.1,0.7242,28.0,2004.0,1.0,6.0,2
2.3,1218.0,94.0,1501.0,16.8,36.9,0.7018,28.0,2004.0,1.0,6.0,3
2.3,1210.0,96.0,1514.0,19.2,31.3,0.6887,28.0,2004.0,1.0,6.0,3
1.8,1114.0,86.0,1438.0,21.3,26.4,0.6607,28.0,2004.0,1.0,6.0,2
1.4,995.0,72.0,1287.0,21.2,23.1,0.5768,28.0,2004.0,1.0,6.0,2
1.0,927.0,53.0,1189.0,18.6,25.0,0.5319,28.0,2004.0,1.0,6.0,2
1.4,1002.0,65.0,1260.0,18.0,27.3,0.5594,28.0,2004.0,1.0,6.0,2
1.3,987.0,70.0,1244.0,18.2,28.3,0.5848,28.0,2004.0,1.0,6.0,2
1.3,993.0,75.0,1238.0,17.0,31.4,0.6048,28.0,2004.0,1.0,6.0,2
1.4,1012.0,86.0,1301.0,15.6,35.0,0.617,28.0,2004.0,1.0,6.0,2
1.9,1114.0,94.0,1357.0,14.1,40.2,0.6438,28.0,2004.0,1.0,6.0,2
1.8,1093.0,103.0,1329.0,13.4,43.2,0.6623,28.0,2004.0,1.0,6.0,2
1.1,968.0,81.0,1246.0,12.3,46.8,0.6686,28.0,2004.0,1.0,6.0,2
1.1,960.0,80.0,1224.0,11.9,46.5,0.6449,28.0,2004.0,1.0,6.0,2
1.1,942.0,77.0,1204.0,11.5,46.6,0.6319,28.0,2004.0,1.0,6.0,2
0.9,888.0,58.0,1156.0,10.6,48.0,0.6135,29.0,2004.0,1.0,0.0,1
0.6,818.0,31.0,1071.0,10.7,45.8,0.5895,29.0,2004.0,1.0,0.0,1
0.5,840.0,38.0,1076.0,10.4,46.6,0.5901,29.0,2004.0,1.0,0.0,1
0.7,894.0,109.0,1095.0,10.1,47.8,0.5913,29.0,2004.0,1.0,0.0,1
0.6,864.0,59.0,1153.0,11.3,46.9,0.628,29.0,2004.0,1.0,0.0,1
0.7,898.0,70.0,1180.0,10.1,51.2,0.6341,29.0,2004.0,1.0,0.0,1
0.9,946.0,75.0,1232.0,9.9,50.7,0.6167,29.0,2004.0,1.0,0.0,1
2.9,1309.0,103.0,1687.0,8.1,56.8,0.615,29.0,2004.0,1.0,0.0,1
4.1,1326.0,134.0,1806.0,10.9,44.1,0.5748,29.0,2004.0,1.0,0.0,1
1.5,966.0,98.0,1258.0,11.8,37.6,0.5184,29.0,2004.0,1.0,0.0,1
1.5,975.0,97.0,1254.0,13.9,33.2,0.5222,29.0,2004.0,1.0,0.0,1
1.5,988.0,98.0,1293.0,15.6,30.1,0.5285,29.0,2004.0,1.0,0.0,1
1.4,971.0,78.0,1272.0,16.5,29.0,0.5406,29.0,2004.0,1.0,0.0,1
1.6,1010.0,83.0,1332.0,17.5,27.9,0.5517,29.0,2004.0,1.0,0.0,1
1.5,984.0,92.0,1268.0,17.9,26.8,0.5446,29.0,2004.0,1.0,0.0,1
1.4,962.0,81.0,1247.0,18.2,26.1,0.5387,29.0,2004.0,1.0,0.0,1
1.5,1012.0,90.0,1289.0,18.0,27.1,0.5522,29.0,2004.0,1.0,0.0,1
1.9,1058.0,95.0,1358.0,17.0,28.9,0.5558,29.0,2004.0,1.0,0.0,1
2.5,1173.0,114.0,1477.0,16.1,31.3,0.568,29.0,2004.0,1.0,0.0,1
2.1,1127.0,106.0,1404.0,14.5,35.4,0.5839,29.0,2004.0,1.0,0.0,1
1.6,1020.0,99.0,1302.0,13.2,37.9,0.5733,29.0,2004.0,1.0,0.0,1
1.2,949.0,90.0,1178.0,13.1,34.4,0.517,29.0,2004.0,1.0,0.0,1
1.1,930.0,82.0,1137.0,13.5,28.5,0.4405,29.0,2004.0,1.0,0.0,1
1.0,900.0,74.0,1089.0,12.4,31.9,0.4583,29.0,2004.0,1.0,0.0,1
1.0,899.0,76.0,1050.0,13.1,26.8,0.4023,30.0,2004.0,1.0,1.0,1
0.7,866.0,66.0,1055.0,11.6,33.6,0.4595,30.0,2004.0,1.0,1.0,1
0.7,900.0,73.0,1130.0,10.5,42.9,0.5442,30.0,2004.0,1.0,1.0,1
0.8,949.0,109.0,1104.0,11.7,38.7,0.5298,30.0,2004.0,1.0,1.0,1
1.8,897.0,69.0,1101.0,12.2,37.2,0.5277,30.0,2004.0,1.0,1.0,1
0.7,956.0,71.0,1117.0,12.9,33.9,0.5037,30.0,2004.0,1.0,1.0,1
1.1,1054.0,98.0,1266.0,11.3,40.3,0.5376,30.0,2004.0,1.0,1.0,1
2.6,1343.0,115.0,1587.0,11.9,38.4,0.5341,30.0,2004.0,1.0,1.0,3
4.0,1584.0,130.0,1947.0,13.3,35.6,0.5416,30.0,2004.0,1.0,1.0,3
4.2,1556.0,150.0,1852.0,16.3,28.8,0.5305,30.0,2004.0,1.0,1.0,3
4.7,1565.0,159.0,1872.0,17.9,28.2,0.5741,30.0,2004.0,1.0,1.0,3
3.9,1429.0,146.0,1754.0,18.3,26.6,0.5529,30.0,2004.0,1.0,1.0,3
3.7,1419.0,138.0,1763.0,20.8,22.5,0.5463,30.0,2004.0,1.0,1.0,3
3.4,1373.0,128.0,1711.0,22.4,20.0,0.5352,30.0,2004.0,1.0,1.0,3
2.2,1185.0,97.0,1448.0,20.9,21.7,0.5295,30.0,2004.0,1.0,1.0,1
1.9,1122.0,91.0,1372.0,19.1,26.5,0.579,30.0,2004.0,1.0,1.0,1
1.6,1085.0,81.0,1325.0,18.1,30.6,0.6295,30.0,2004.0,1.0,1.0,1
2.1,1249.0,99.0,1527.0,17.3,34.7,0.6788,30.0,2004.0,1.0,1.0,3
2.2,1236.0,101.0,1532.0,15.8,40.4,0.7228,30.0,2004.0,1.0,1.0,3
2.7,1334.0,106.0,1638.0,15.9,42.0,0.7541,30.0,2004.0,1.0,1.0,3
2.4,1264.0,102.0,1534.0,15.9,43.5,0.779,30.0,2004.0,1.0,1.0,3
1.3,1073.0,84.0,1360.0,15.0,46.1,0.7833,30.0,2004.0,1.0,1.0,1
1.2,1053.0,81.0,1323.0,15.1,44.6,0.7574,30.0,2004.0,1.0,1.0,1
1.5,1098.0,91.0,1360.0,14.9,43.5,0.7302,30.0,2004.0,1.0,1.0,1
1.3,1029.0,82.0,1287.0,14.8,41.0,0.685,31.0,2004.0,1.0,2.0,2
1.0,973.0,64.0,1240.0,14.8,40.8,0.6814,31.0,2004.0,1.0,2.0,2
0.9,972.0,70.0,1256.0,14.8,40.8,0.6834,31.0,2004.0,1.0,2.0,2
0.5,832.0,109.0,1066.0,14.2,36.1,0.5823,31.0,2004.0,1.0,2.0,2
0.5,851.0,26.0,1064.0,14.5,36.1,0.5928,31.0,2004.0,1.0,2.0,2
0.6,909.0,58.0,1131.0,14.6,36.0,0.5947,31.0,2004.0,1.0,2.0,2
1.0,1038.0,93.0,1279.0,14.4,38.5,0.6291,31.0,2004.0,1.0,2.0,2
3.1,1636.0,110.0,1926.0,13.8,58.2,0.9129,31.0,2004.0,1.0,2.0,3
4.1,1580.0,115.0,1957.0,13.2,61.1,0.9256,31.0,2004.0,1.0,2.0,3
2.2,1262.0,125.0,1576.0,10.4,74.4,0.9384,31.0,2004.0,1.0,2.0,3
1.7,1197.0,118.0,1498.0,11.5,71.0,0.9582,31.0,2004.0,1.0,2.0,3
1.9,1277.0,109.0,1579.0,12.2,70.0,0.9924,31.0,2004.0,1.0,2.0,3
2.9,1430.0,123.0,1772.0,12.3,73.3,1.0442,31.0,2004.0,1.0,2.0,3
2.2,1242.0,114.0,1638.0,11.3,78.1,1.0411,31.0,2004.0,1.0,2.0,3
2.6,1349.0,114.0,1748.0,13.6,69.2,1.0746,31.0,2004.0,1.0,2.0,3
3.1,1390.0,119.0,1799.0,14.9,59.3,0.9974,31.0,2004.0,1.0,2.0,3
2.3,1224.0,111.0,1637.0,15.7,50.9,0.8997,31.0,2004.0,1.0,2.0,3
2.4,1253.0,103.0,1681.0,15.2,52.9,0.9087,31.0,2004.0,1.0,2.0,3
2.8,1312.0,103.0,1712.0,15.5,50.8,0.8881,31.0,2004.0,1.0,2.0,3
2.7,1254.0,107.0,1669.0,14.3,52.9,0.8581,31.0,2004.0,1.0,2.0,3
2.3,1198.0,105.0,1588.0,13.2,56.0,0.8446,31.0,2004.0,1.0,2.0,3
1.5,1060.0,91.0,1418.0,12.6,57.0,0.8315,31.0,2004.0,1.0,2.0,2
1.4,1050.0,79.0,1409.0,12.3,57.8,0.8224,31.0,2004.0,1.0,2.0,2
1.2,1029.0,79.0,1395.0,12.0,58.4,0.8164,31.0,2004.0,1.0,2.0,2
1.6,1143.0,86.0,1477.0,12.0,61.6,0.8593,1.0,2004.0,2.0,3.0,2
1.2,1044.0,70.0,1425.0,11.5,63.9,0.8652,1.0,2004.0,2.0,3.0,2
1.1,1034.0,55.0,1405.0,10.7,67.2,0.863,1.0,2004.0,2.0,3.0,2
0.9,956.0,109.0,1422.0,9.0,73.1,0.8394,1.0,2004.0,2.0,3.0,2
0.7,909.0,49.0,1322.0,10.2,66.6,0.8299,1.0,2004.0,2.0,3.0,2
0.9,996.0,50.0,1340.0,11.0,63.7,0.8325,1.0,2004.0,2.0,3.0,2
1.7,1154.0,67.0,1561.0,9.6,68.8,0.8243,1.0,2004.0,2.0,3.0,2
4.2,1510.0,94.0,1949.0,9.5,69.6,0.8273,1.0,2004.0,2.0,3.0,3
6.2,1722.0,119.0,2439.0,11.9,60.9,0.8455,1.0,2004.0,2.0,3.0,3
4.6,1512.0,139.0,2001.0,16.2,48.6,0.8892,1.0,2004.0,2.0,3.0,3
2.8,1258.0,113.0,1701.0,19.2,39.6,0.8693,1.0,2004.0,2.0,3.0,3
1.6,1094.0,88.0,1489.0,19.7,38.4,0.8743,1.0,2004.0,2.0,3.0,2
1.7,1129.0,73.0,1524.0,20.6,36.7,0.8797,1.0,2004.0,2.0,3.0,2
1.7,1125.0,73.0,1542.0,21.8,33.9,0.8771,1.0,2004.0,2.0,3.0,2
1.7,1063.0,72.0,1463.0,17.8,49.6,0.9954,1.0,2004.0,2.0,3.0,2
1.9,1063.0,81.0,1463.0,17.8,49.6,0.9954,1.0,2004.0,2.0,3.0,2
2.3,1063.0,93.0,1463.0,17.8,49.6,0.9954,1.0,2004.0,2.0,3.0,2
3.3,1308.0,106.0,1193.0,23.6,27.5,0.7913,1.0,2004.0,2.0,3.0,3
4.2,1529.0,132.0,2028.0,22.8,32.1,0.8814,1.0,2004.0,2.0,3.0,3
5.5,1592.0,164.0,2089.0,20.8,36.7,0.8878,1.0,2004.0,2.0,3.0,3
4.9,1536.0,161.0,1922.0,18.3,40.9,0.8493,1.0,2004.0,2.0,3.0,3
2.5,1192.0,124.0,1604.0,16.8,44.0,0.8341,1.0,2004.0,2.0,3.0,3
2.0,1186.0,113.0,1570.0,15.8,48.0,0.8569,1.0,2004.0,2.0,3.0,3
2.0,1203.0,103.0,1529.0,14.9,52.0,0.8757,1.0,2004.0,2.0,3.0,3
2.0,1139.0,104.0,1514.0,14.1,54.4,0.8701,2.0,2004.0,2.0,4.0,2
1.3,1072.0,93.0,1442.0,13.3,58.8,0.8922,2.0,2004.0,2.0,4.0,2
1.0,954.0,60.0,1350.0,13.3,60.9,0.9229,2.0,2004.0,2.0,4.0,2
0.9,951.0,109.0,1381.0,11.8,64.3,0.8869,2.0,2004.0,2.0,4.0,2
1.8,926.0,52.0,1342.0,11.2,65.9,0.8775,2.0,2004.0,2.0,4.0,2
0.7,968.0,66.0,1372.0,11.3,72.9,0.9738,2.0,2004.0,2.0,4.0,2
1.1,1067.0,82.0,1448.0,11.4,71.8,0.9671,2.0,2004.0,2.0,4.0,2
2.6,1386.0,109.0,1833.0,11.9,73.7,1.0254,2.0,2004.0,2.0,4.0,3
3.9,1474.0,114.0,2060.0,12.6,70.2,1.0221,2.0,2004.0,2.0,4.0,3
5.0,1569.0,139.0,2054.0,13.6,65.3,1.0136,2.0,2004.0,2.0,4.0,3
3.3,1375.0,127.0,1898.0,16.9,52.3,1.0013,2.0,2004.0,2.0,4.0,3
2.9,1328.0,127.0,1821.0,19.4,44.1,0.9855,2.0,2004.0,2.0,4.0,3
3.1,1341.0,135.0,1825.0,22.9,33.8,0.9322,2.0,2004.0,2.0,4.0,3
3.0,1297.0,130.0,1773.0,23.6,31.3,0.9001,2.0,2004.0,2.0,4.0,3
2.7,1303.0,126.0,1761.0,24.7,30.5,0.9371,2.0,2004.0,2.0,4.0,3
2.7,1281.0,121.0,1703.0,26.1,27.3,0.9101,2.0,2004.0,2.0,4.0,3
2.6,1248.0,122.0,1632.0,27.6,22.8,0.8288,2.0,2004.0,2.0,4.0,3
3.7,1382.0,138.0,1799.0,26.9,22.3,0.7792,2.0,2004.0,2.0,4.0,3
4.5,1491.0,165.0,1915.0,24.3,30.1,0.9012,2.0,2004.0,2.0,4.0,3
4.7,1620.0,154.0,2052.0,21.2,40.1,0.9978,2.0,2004.0,2.0,4.0,3
5.5,1693.0,168.0,2083.0,19.4,42.5,0.9483,2.0,2004.0,2.0,4.0,3
3.0,1374.0,146.0,1685.0,18.5,43.0,0.9074,2.0,2004.0,2.0,4.0,3
1.9,1287.0,124.0,1582.0,17.8,47.0,0.9467,2.0,2004.0,2.0,4.0,3
2.3,1408.0,124.0,1684.0,16.8,53.2,1.01,2.0,2004.0,2.0,4.0,3
1.6,1254.0,106.0,1566.0,17.1,51.8,0.999,3.0,2004.0,2.0,5.0,3
